"ccodewb","country","USA","CAN","DOM","JAM","MEX","GTM","HND","SLV","NIC","CRI","PAN","COL","VEN","ECU","PER","BRA","BOL","PRY","CHL","ARG","URY","GBR","IRL","NLD","BEL","FRA","CHE","ESP","PRT","DEU","POL","AUT","HUN","CZE","SVK","ITA","ALB","MKD","HRV","SVN","GRC","BGR","MDA","ROM","RUS","EST","LVA","LTU","UKR","GEO","FIN","SWE","NOR","DNK","MLI","SEN","BEN","NER","GHA","NGA","KEN","TZA","AGO","MOZ","ZMB","ZAF","NAM","BWA","MUS","MAR","TUR","EGY","LBN","ISR","MNG","TWN","KOR","JPN","IND","PAK","BGD","THA","MYS","PHL","IDN","AUS","NZL"
"FIN","Finland",4301.81069661124,2348.61384550081,7998.41183892154,8402.26021962098,8026.0938340405,8922.70473770266,8949.09154203877,9281.3615415976,8992.75852340701,9433.97423633552,9392.49459697363,8804.48079722409,8503.59234223745,10228.5898980173,10238.4118967201,8545.86182848865,10655.920007432,11238.5896561627,11625.9963029684,11577.4019037268,12152.7263787742,1112.08366074455,1659.13445635875,1073.36115868174,1315.56662832115,1438.42192864628,1543.65535986282,2264.95092874538,2695.30898009911,710.463866932076,587.418937783991,1264.30585561526,1253.71251899133,1046.62484105202,1156.24622410555,1526.72135787692,1919.93358186748,1941.45593504821,1518.56227051354,1481.27873584774,2022.24451252722,1733.83630170992,1300.4344045521,1302.48138373468,0,50.7599805511626,217.6669292257,380.458138417051,886.92885271138,2059.54927169234,,0,0,581.592423349756,4330.01013304947,5544.67235477989,5471.63377384593,4099.89843310898,5675.67808624176,5162.88368028811,6199.28806308379,6783.39419650165,7166.7414600315,7939.76004955354,7570.81222869455,9102.47716399387,8550.769473312,8603.56114090353,9321.37063401775,3189.95639361776,1991.13687260162,3134.3548224933,2936.32565495904,3075.70610769475,3672.56149743433,7483.32305962311,6364.60699563387,6128.44032985142,4277.34691966155,3999.60695500209,5738.90249366503,6875.41377275021,8271.23205684716,8082.04853297422,8144.50867255777,11550.1971194053,15500.6796409022
"SWE","Sweden",4420.08919865349,2360.05259997826,7633.04404292962,8137.91359035055,7995.73610827567,8793.00867040349,8753.29240790106,9118.68736656033,8779.88263038505,9206.11715797421,9084.96691309004,8403.59026245569,8012.2424544746,9811.58362541318,9753.32789917068,8020.02286952505,10148.3978973372,10670.935347727,11117.5592851249,10977.1675334759,11550.7943262534,692.900119659608,1158.65162697617,445.69506041517,670.169452224828,786.132999216124,899.476492223159,1610.09924628101,2063.88641900478,84.137549849508,161.647620387527,710.31300507033,845.251138372248,481.738301495762,719.877400556105,925.722881403437,1470.60183142662,1550.12667128937,995.663675732544,958.460894436384,1683.70179385026,1381.50208496466,1113.25424602861,1011.12593482269,209.175802913735,152.406979487202,145.545835141657,193.505156778336,686.394143555575,2134.15789798345,0,,0,21.4395199634265,3675.53771043317,4891.90200303305,4851.83001597587,3540.42060424352,5042.37665446188,4622.63836031234,5913.83607051459,6432.65268677998,6626.11212784375,7662.95994016401,7208.75501358747,8713.8258094471,8015.36322538381,8175.130538508,9279.54943908553,2534.64399547024,1744.69128102541,2774.72934589199,2813.80648615355,2940.76209761794,4005.90501807615,7747.1504031237,6646.40571586581,6414.21795560468,4741.75325271726,4446.75175113782,6166.47885394432,7279.39102328496,8692.8823356904,8340.79737934283,8585.97655113356,11845.5488175498,15781.5490854448
"NOR","Norway",4185.38661642732,2213.99716132251,7289.84864887302,7787.95827944881,7864.55018248061,8482.96942460873,8422.63328616884,8795.82711835053,8444.16604922807,8865.17725907596,8734.03348710502,8062.73517628987,7686.43242055555,9472.73335131077,9424.6557266031,7743.85153087085,9844.4906523072,10453.9588308767,10815.1792739971,10820.4055682063,11396.3843412719,309.564028534695,847.556423378664,507.831695884589,734.633384823339,819.898591318178,1144.36422587599,1735.26118210635,2020.44988797277,338.066635872475,571.261585892697,1104.29211102621,1265.69074190079,879.027764967842,1139.91758380143,1255.54651357418,1891.72917370503,1971.43778597227,1399.96318045244,1342.4597922442,2103.74730603089,1798.81948600063,1536.91851681262,1420.58947887647,0,556.031015906122,602.113219679342,647.323268149362,1111.55620084757,2587.08015682752,0,0,,113.840288753797,3782.01650378738,4916.74142805856,5071.2819202831,3848.30547189048,5233.28669100626,4895.15748175317,6333.71435159312,6853.35152745405,6934.63506371205,8084.29777179067,7615.9934248409,9110.60828901747,8324.48479441889,8549.30033362598,9701.13634197767,2616.27757519431,2152.9107182393,3195.87830438384,3236.60578344409,3358.30770437483,3725.32976878877,7399.98355168979,6269.4623519974,6022.74077592106,4679.21997831523,4409.32320995307,6010.69860419221,7071.73934748001,8511.92878045692,8002.0112710629,8448.38649404161,11516.2323729204,15393.6987838128
"DNK","Denmark",5059.45229256586,3416.44502615422,7461.08522403822,8008.74300626968,8339.15096766047,8807.36883609869,8698.02512401194,9088.89427791052,8705.85247835117,9109.70355337304,8921.57732367548,8215.86175791052,7773.1486933557,9601.00655499235,9513.22983330865,7737.78122629653,9872.57286236149,10400.7988312145,10838.3488882756,10719.5142797058,11293.9593173985,516.069990984238,928.829805066081,202.284708932479,451.066840308433,587.776476448535,786.643700040495,1442.70725399474,1823.05350600347,6.19579706224071,108.07161333876,651.77502886112,790.034713354782,421.143844975856,657.265383819342,830.853355207533,1413.0204907672,1489.87214458914,944.07381222604,902.358898988465,1621.00656148403,1316.64118541425,1092.39779683059,948.929181924475,307.990336631182,524.251652306158,386.859588585822,386.859588585822,683.149240876093,2203.32022423023,581.592423349756,21.4395199634265,113.840288753797,,3500.33105337261,4683.0756635421,4742.42856832104,3446.10830817737,4915.4311082289,4533.61604905868,5850.95542024505,6373.70921214674,6534.21992239208,7602.50447362032,7152.13370190376,8658.52727080327,7924.48876536754,8111.1273690931,9235.68076913446,2344.06303074698,1676.68714403717,2713.75164997447,2778.46809586018,2893.04316636399,4790.29832930386,8706.49101458356,7813.92868077549,7713.94892327745,4987.33432610164,4565.55385990875,6572.99738841148,7777.25188017805,9082.00651413363,9245.12751396498,8871.85255999325,12530.998119995,17092.5274418563
"MLI","Mali",5792.52257817649,4740.82172761977,5977.13765894966,6817.61458276707,7859.22858991559,8112.86598039193,7591.21090419874,8098.89167951107,7591.21090419874,7647.13198661156,7107.3381067929,6103.35021235632,5228.01590270139,7125.02020491126,6657.15502134638,3274.99460727365,6040.05483302779,6138.12019423698,7152.64061426506,6213.55539184844,6651.09469586111,2770.01010587863,2948.68923904181,2999.24267748773,2862.66498400937,2010.278901881,2536.80813268539,814.904704877003,1309.33950450925,2733.1433492409,3326.66393544254,2760.79555595184,3048.29832771476,3100.02244921769,3199.42963409614,1984.15440582877,2724.64897867373,2868.74723408454,2767.09065140284,2808.22705785772,2595.41358855119,3028.32957222149,3652.87810395077,3217.09023965426,3847.00328042181,4228.11067923958,4036.21290051331,3977.24628102128,3506.52742741746,4283.00994869238,4330.01013304947,3675.53771043317,3782.01650378738,3500.33105337261,,0,335.971271465937,0,224.614843770832,211.938594864307,3523.06350614808,3463.19104762944,2410.96714895609,4459.23356770561,3675.30795972671,4779.66485574971,3604.29269610664,4189.04516579744,7074.90054996724,237.565294690593,2978.35363831395,2185.2510416814,3432.80697166876,3292.83727080483,7961.52806606023,11613.8727523187,11286.4811975319,11505.5216248927,6591.72547021696,5803.69102270371,8515.24726222259,9665.57303100615,10352.277031518,11920.7392495366,9919.18678501516,12659.7052126867,15283.5428153157
"SEN","Senegal",5657.9450693566,4756.82023639554,5420.69426544266,6261.04927501723,7315.55736856212,7555.37909534886,7030.53187830618,7537.56066978142,7030.53187830618,7079.17476188174,6538.02360278856,5535.00045660267,4659.44839134174,6562.49475387963,6106.37350829879,2837.47864080491,5566.40824160618,5731.53898579899,6658.99844250608,5819.47021036191,6301.29269588779,3786.16429212731,3881.62028088702,4153.79697706656,4055.86634589685,3174.86859306511,3778.48852368408,1232.85947514632,1786.91465548354,3978.62491221802,4601.57051874222,4031.49735604279,4366.07118362192,4379.36118074705,4511.07452453463,3310.28377504256,4150.4235612025,4283.65952276785,4084.84088481119,4121.23286700056,4108.46130945511,4468.2117555857,5053.43179988902,4554.607990708,5118.50732564839,5478.32051702593,5298.93332331985,5248.87589358868,4829.91757127711,5860.08165739173,5544.67235477989,4891.90200303305,4916.74142805856,4683.0756635421,0,,1344.75283407693,1261.48772131588,943.75740369769,1592.97194711046,5071.7606863005,4857.36787772011,3227.43143330382,5493.98153648183,4633.98634435403,5340.67726133986,4150.82132884488,4917.43325892045,8347.42426680868,477.448552648812,4586.07991213905,3979.31526406063,5177.35890936082,5058.62366873172,9465.96133157686,13305.3009075367,12721.2666475964,12724.1084371812,8393.17460226164,7599.35870133989,10307.4252405038,11469.0791077242,12114.9967801969,13677.0877724489,11666.5913170735,14056.1610208523,15508.2478372276
"BEN","Benin",7412.76823479581,6405.67369565997,7467.39025156856,8307.77905598567,9347.98560125216,9602.11706068211,9076.23878711379,9582.70704265111,9076.23878711379,9108.17669021423,8552.2681117186,7517.30718319966,6649.5553219984,8494.8182471222,7983.83514846344,4300.65617152441,7033.0457122366,6924.1710495065,8128.08763570938,6956.28952161365,7209.8084796445,4229.3557286664,4467.91809209927,4263.91638820748,4122.39229160267,3270.05163158628,3734.0182120003,2453.42653256413,2929.29869965073,3924.16172793532,4363.22943429698,3880.13162355442,3964.92557120759,4148.89689446429,4159.34982514908,2952.69834264045,3463.00823519011,3610.76216750367,3641.08204023134,3804.81143475335,3281.72689834815,3757.15026833122,4380.77698022264,3978.79445701389,4837.37102042357,5304.5746173187,5094.73346796249,4956.13063986995,4360.94784789227,4946.01377897211,5471.63377384593,4851.83001597587,5071.2819202831,4742.42856832104,335.971271465937,1344.75283407693,,0,46.9218551385943,0,3398.73971929923,3191.18569116089,1620.80192598591,3844.11582399172,3022.60444917878,3920.54802090743,2795.00145568137,3388.36676960265,6665.07368494737,1875.19815810645,3640.1355857098,2545.14867631089,3988.73530459131,3791.0330751523,8611.31702269891,12099.0483206425,11932.6025082808,12345.2661763969,6921.00322689017,6225.20848510055,8913.0342383649,9995.97029589621,10519.9085682333,12341.0758476683,10055.5771153234,12371.4153420446,14734.1075058456
"NER","Niger",7055.18699788068,5992.96902262303,7278.6598745503,8116.16093856546,9120.85175533724,9412.3678187163,8900.71529629736,9409.5017442779,8900.71529629736,8979.67318723608,8446.40384472789,7442.05429202123,6567.08523953055,8456.1521075104,7975.77738836983,4496.2526033383,7276.53922697719,7273.96059990292,8399.70627090732,7326.23602918274,7659.93803283884,3186.43957895753,3544.19711212365,3066.57715345965,2939.60790825083,1995.71560373358,2489.39844065538,1938.30049076645,2299.06083150723,2640.37870170924,2930.43369780564,2549.38896045359,2526.31617617738,2789.09144006632,2736.79701860035,1485.20679620632,1910.01924622349,2057.52371481359,2176.09224293501,2437.60304165145,1593.50307163577,2164.89202417992,2763.40452050608,2422.29966143451,3142.79027582982,3902.77302061811,3690.26170499434,3509.03542307139,2761.02865283421,3212.02608106818,4099.89843310898,3540.42060424352,3848.30547189048,3446.10830817737,0,1261.48772131588,0,,240.338009879705,0,2460.80603274205,2475.66749385569,1930.64776980947,3633.33444717479,2937.57242443106,4264.50948906904,3313.67763876876,3595.4576590319,6086.10338959104,1514.45892877893,1927.8144374316,952.560815344411,2264.93759380862,2111.05968576976,6873.40268721489,10434.7388791783,10193.6287256276,10607.8953679414,5368.60434741519,4608.14879787599,7319.6859378241,8447.75484885316,9113.67005874187,10728.7194291605,8681.75789797518,11537.8472800514,15159.793981702
"GHA","Ghana",7120.52010511144,6141.2337439437,7068.41034153617,7908.69296810187,8959.69297909533,9202.66045994933,8675.99094887986,9182.27226124637,8675.99094887986,8704.41946804213,8147.51934613354,7089.86313021235,6241.1201305208,8037.73012841496,7499.77890515273,3763.36816932979,6503.1596237578,6412.20085623445,7602.71334701204,6449.99880154012,6732.73506277592,4324.65588947605,4529.67238623862,4428.88705272712,4285.64447034577,3464.93564365147,3912.23325202335,2234.43672892944,2797.25774627304,4102.86368317153,4588.07924049292,4075.18412436305,4201.15314804149,4361.66553997225,4391.74657097388,3193.66898459221,3732.99924888866,3879.18033919181,3883.92679797505,4023.98747387243,3581.98896691989,4032.20750521561,4657.19654765187,4244.33815349176,5115.09588343832,5521.10493005434,5313.65670420663,5189.84660986843,4612.1195191683,5252.7171766499,5675.67808624176,5042.37665446188,5233.28669100626,4915.4311082289,224.614843770832,943.75740369769,46.9218551385943,240.338009879705,,169.566209366264,3641.6172719964,3348.95932966475,1710.43473573638,3961.31051056584,3119.93300724498,3960.53810918215,2812.00162376365,3456.71569689048,6803.44444816531,1576.68521049602,3945.68793578355,2920.41333116275,4328.91491131546,4148.57200986763,8924.7173298539,12469.380962602,12249.63197725,12667.9988243914,7308.42564089391,6601.13358051431,9295.63319358586,10382.5292528183,10872.5748520267,12722.5427618194,10396.6917342055,12512.9031433735,14639.1665973067
"NGA","Nigeria",7478.4480815452,6438.45526299648,7705.77546752138,8545.07006997033,9563.16070049949,9841.31748991734,9324.22772302421,9831.9866326815,9324.22772302421,9348.2705874297,8787.39040919516,7744.31514072631,6879.98288154976,8693.10670782146,8154.44170611933,4419.7284438814,7149.39659491699,7035.33782145349,8242.95207473561,7065.91480381426,7311.80001680053,4114.48223771139,4365.2992694959,4088.97427398469,3949.90374128206,3065.7549554156,3549.82356381336,2486.44981893447,2858.55318457374,3726.38810060215,3975.02450231352,3625.23585303205,3577.40067505541,3867.17668699947,3792.76705688462,2544.53970349348,2944.99126537359,3091.42709761651,3213.6486437478,3518.1380127937,2587.37101557942,3191.79524910509,3777.17804209276,3454.00158966581,4103.76309294393,4954.78702741716,4743.13205659667,4546.38862771317,3771.43278672887,4095.72954149196,5162.88368028811,4622.63836031234,4895.15748175317,4533.61604905868,211.938594864307,1592.97194711046,0,0,169.566209366264,,2281.90847394795,2240.47849781852,1106.90906087219,3154.39471930062,2372.41507258052,3481.83494456375,2434.26243200937,2887.68459604552,5830.18110077065,1927.47519156603,2889.42669877502,1513.33861341466,3056.52256224537,2801.86538907324,7713.02790996684,11013.6084198533,10996.4869793153,11328.3868877504,5775.35851961554,5130.63266349759,7790.90342658462,8834.52215162255,9329.9566366471,11153.5937001342,8867.42931521902,11416.7742101318,14399.0495986593
"KEN","Kenya",10541.9027032277,9411.83849533142,11164.0473143032,12001.6049092656,12986.3666958116,13297.7276386001,12784.9948200365,13293.5358230055,12784.9948200365,12836.3291569577,12277.9065349141,11214.7003037333,10368.6460027807,12146.5371556238,11346.4147371693,7657.45951993218,10135.1319988671,9784.30887528204,10601.5362176219,9724.36588446433,9674.69543634954,6000.30737505288,6465.74816133853,5759.0114524943,5660.8564187696,4781.44199945069,5174.60212356208,4933.6370114518,5573.97115760981,5173.1787771022,5039.51336245025,4996.29118839508,4789.64951447829,5151.25133223558,4991.94900367258,4059.46905735655,4134.41299388842,4211.95843915164,4471.95694867398,4892.72470975236,3471.9248424027,4151.94624320463,4564.72577049447,4373.47302703434,4145.80290315824,5902.09471954047,5705.13544928104,5539.08541481549,4408.41997292953,4087.73724887923,6199.28806308379,5913.83607051459,6333.71435159312,5850.95542024505,3523.06350614808,5071.7606863005,3398.73971929923,2460.80603274205,3641.6172719964,2281.90847394795,,0,1514.03525458727,655.773303302066,832.774908039529,2137.00997777272,2077.72493993162,2078.35410173403,2599.74398321028,4793.08792651691,3454.32062061814,1926.21888974173,3152.79705599666,2754.01727402817,6591.33677624292,8630.5449757073,9234.23749405857,9000.91642311681,3550.45718634773,3152.3434213152,5441.34158244728,6236.86809673375,6405.39560760889,8311.98862008723,5916.82051025707,8099.68162611869,12037.9978852201
"TZA","Tanzania",10681.6882778926,9581.77272666697,10985.8816649351,11825.4159357527,12876.8865800547,13110.1966104457,12568.4714215677,13064.6126028738,12568.4714215677,12510.0473096782,11913.971666362,10719.7749868758,10003.2807213091,11624.1355707926,10710.1341756885,7101.04428869554,9492.22623846604,9104.2533428433,9707.21816638264,9032.0082266165,8951.10409649931,6407.02783169394,6833.66048942605,6194.70903230796,6086.33921149406,5166.84864226746,5608.42590872454,5253.54005497624,5758.77127431473,5641.68620395822,5596.62538723089,5484.69456557847,5318.64280353516,5658.6905349414,5530.71584600928,4469.32050731168,4628.71379233141,4731.39429176772,4962.35602299809,5367.43782895877,4021.70284848744,4715.66654976303,5158.45693784833,4968.20955218453,4871.56501140993,6504.08251389067,6301.00480551698,6118.4686181487,5028.42717575815,4760.65028386735,6783.39419650165,6432.65268677998,6853.35152745405,6373.70921214674,3463.19104762944,4857.36787772011,3191.18569116089,2475.66749385569,3348.95932966475,2240.47849781852,0,,794.33906273906,0,7.40183533236952,1256.89015596898,1190.9991792674,1196.2446981978,2115.46138015882,4959.50432366202,4082.11617954223,2554.01626368528,3775.52060187934,3375.20811987069,7494.11302387544,9228.25332023625,9969.59193414031,9613.3821576948,4334.8482147998,4052.1100581839,6124.72398334115,6637.34878645479,6759.92330677367,8678.43160892636,6262.46419235847,7796.76332115768,11428.2551359797
"AGO","Angola",9532.43346134303,8546.91270211591,9185.16943608214,10006.2401639814,11123.2732849333,11262.553663655,10713.5549198675,11198.1477177834,10713.5549198675,10611.7838596186,10009.4891076196,8798.85482722226,8107.96357559344,9661.4333405266,8518.31544127922,5134.94568086866,7300.44352531697,6859.44773076047,7743.71833231739,6772.40005176629,6667.56621954105,6225.00687473363,6524.97347520337,6144.68936593582,6013.1789056461,5079.5875900757,5575.05245486348,4605.32447953253,5056.3627009828,5728.8204036624,5975.88222064988,5629.39556902814,5580.35594928171,5871.3683235705,5796.32232227285,4549.18762397837,4935.08089137102,5079.25222174667,5213.77711875192,5521.34608572254,4530.77379781551,5168.1690598889,5729.08396558878,5437.00740585646,5902.998632774,6956.28250235358,6745.09289670944,6542.30538718245,5718.38045842234,5769.61743694741,7166.7414600315,6626.11212784375,6934.63506371205,6534.21992239208,2410.96714895609,3227.43143330382,1620.80192598591,1930.64776980947,1710.43473573638,1106.90906087219,1514.03525458727,794.33906273906,,704.111384440477,0,747.273415337131,0,36.5263592658734,3568.77994201955,3988.06756903075,4793.36642716982,3208.51094194812,4684.92840268064,4306.44543476518,8910.44839865428,11097.1908931597,11771.3443855717,11481.0104268523,6087.59231221256,5613.67061115645,7974.48648473334,8484.53582137518,8595.82658513558,10504.0524695244,8078.51164565692,9065.79188608832,11555.9360714253
"MOZ","Mozambique",11731.731442141,10698.7624547374,11420.6791284631,12226.3893978062,13357.8692982104,13447.7658475312,12896.0863367119,13355.7114921794,12867.833666217,12721.4175428722,12108.335934946,10814.2724047204,10249.8376946171,11646.9529804312,10250.5060946482,7115.96625545456,9035.92153935914,8444.31981938911,8143.02438909443,7980.58290552328,8022.11282995515,7656.23018359614,8080.84596837174,7442.52158301384,7334.84666637945,6415.97984042296,6856.08733437815,6496.55374767594,6958.8698678658,6884.47481049337,6809.0707356791,6722.86626658598,6543.41195612938,6891.71411036888,6757.00490330795,5717.83870117343,5863.78734355086,5959.8410168005,6199.14540452931,6608.61721466097,5234.49505305852,5923.07673932297,6313.33779611014,6122.98315104219,5768.61998491187,7632.33903059401,7440.07741759386,7291.56500937966,6113.53161730655,5719.44688982977,7939.76004955354,7662.95994016401,8084.29777179067,7602.50447362032,4459.23356770561,5493.98153648183,3844.11582399172,3633.33444717479,3961.31051056584,3154.39471930062,655.773303302066,0,704.111384440477,,0,0,584.349981544317,199.760354364215,1852.13567582537,6157.26144730567,5143.16244609456,3613.43273447715,4850.0198358647,4461.0227881212,7973.28618206047,9422.10819431719,10254.9282557146,9813.95225562469,4539.86407882635,4557.80713488517,6401.54702218335,6712.20003950554,6812.5970360425,8710.01174343417,6283.57457539224,7562.36631740746,10239.1044915145
"ZMB","Zambia",10928.79857745,9906.74046564745,10508.5080772366,11312.9051427999,12445.0477930923,12535.5580406136,11983.8615328745,12446.4463796652,11962.4719699087,11819.2471669294,11206.5426648161,9925.8350288066,9344.07945392973,10758.9736811808,9606.01931215923,6234.12988233484,8385.77702334631,7927.58147694015,8448.16940287368,7832.01009875479,7678.64383410963,7117.02323591052,7513.89379909688,6924.67541202751,6810.82462635069,5874.91734618036,6334.39733105097,5917.54243523384,6249.62435203528,6394.93687518415,6382.60945877313,6244.66004786543,6096.51985830741,6432.79269763374,6310.8182384307,5200.07101790127,5402.91729003848,5513.17388827585,5732.1408841911,6126.05691589461,4808.2447629714,5502.2336499992,5946.21026228251,5755.94270829554,5734.04182415802,7291.82013692825,7088.76226022715,6905.81343779421,5831.05648401085,5611.61931745823,7570.81222869455,7208.75501358747,7615.9934248409,7152.13370190376,3675.30795972671,4633.98634435403,3022.60444917878,2937.57242443106,3119.93300724498,2372.41507258052,832.774908039529,7.40183533236952,0,0,,516.2787009177,28.9200975280693,35.6902987403384,2655.52082733727,5389.00848710053,4899.12625889247,3339.99822745683,4591.99193204814,4192.57267752674,8370.16039384123,10101.597163148,10868.7504473598,10490.5083934532,5211.16997487117,4927.73952371972,7021.53948796509,7437.7186255383,7544.94914434899,9450.40544702955,7024.29666797367,8355.39678552453,11382.3097726202
"ZAF","S. Africa",11680.2184720068,10776.4568149516,10504.6090086646,11206.1468663205,12328.2614140276,12249.5151157924,11722.3132486087,12093.2887181417,11566.8057577134,11351.7745889788,10794.1862323512,9430.06087060439,9023.37175750493,10129.9478046996,8714.4254274732,5756.71291503508,7494.50044156885,6922.14071286136,6655.48937474076,6504.40097742599,6479.56593070487,8562.04942038396,8902.17421327859,8394.4862486581,8276.32966105436,7331.48740455152,7803.65967452347,6902.87300717151,7434.36956056539,7885.86217164444,7907.66292371748,7739.42085658869,7602.86942692835,7937.98879204924,7818.69253829022,6679.32447669246,6909.53991447739,7025.17835903116,7236.16998384172,7621.71040860368,6337.28929726562,7031.08746526344,7485.14138329066,7295.39418660139,7235.50013110552,8830.73343709396,8626.12839447213,8437.89914874982,7378.02885346536,7137.05143616555,9102.47716399387,8713.8258094471,9110.60828901747,8658.52727080327,4779.66485574971,5340.67726133986,3920.54802090743,4264.50948906904,3960.53810918215,3481.83494456375,2137.00997777272,1256.89015596898,747.273415337131,0,516.2787009177,,0,0,2584.68738408827,6225.84157903956,6445.90678902282,4885.63055611894,6139.17924813503,5739.56348333482,9616.45531821079,10851.8607113841,11788.8505407139,11247.4813561535,6042.51606958134,6194.7289259088,7958.75984888517,8018.78151428407,8030.29171426177,9813.30482622894,7488.74961171554,6413.97835469225,8047.03628340266
"NAM","Namibia",10486.4391070079,9589.20910262934,9622.76187302086,10390.8458835681,11531.8603754757,11554.7611240416,11006.5299123833,11439.798043285,10935.9073307708,10769.7332738486,10167.2726093301,8848.97399215856,8321.18762964894,9663.34384913472,8503.05437325857,5150.04950583748,7284.38068688592,6836.09958643153,7048.61476543892,6715.38488690499,6511.0132264058,7603.7484422538,7875.29776642245,7532.78398909706,7400.34576724813,6469.29421525463,6964.95293374057,5746.47462517983,6310.07101397464,7119.24037720283,7356.44234995449,7018.0022982308,6963.68093611044,7259.92840923284,7180.39203070965,5936.2625172238,6308.54961773998,6450.86116702469,6594.36060050536,6910.52046927287,5801.209701984,6501.68850154095,6979.64037988925,6768.74426579348,6915.69452073171,8314.42354482907,8108.69919592938,7906.96744907921,6918.29571943502,6764.76580340773,8550.769473312,8015.36322538381,8324.48479441889,7924.48876536754,3604.29269610664,4150.82132884488,2795.00145568137,3313.67763876876,2812.00162376365,2434.26243200937,2077.72493993162,1190.9991792674,0,584.349981544317,28.9200975280693,0,,0,3378.67436523779,5051.48932657075,5959.51009369435,4367.77651826642,5713.20248330525,5318.70556496409,9608.60649791987,11246.2082017122,12074.198109534,11638.9107000509,6367.38691934189,6171.63107088439,8219.9828836871,8506.24539671297,8594.49661616525,10463.4828134543,8047.50743507108,8713.12591284715,10516.1419175113
"BWA","Botswana",11267.1249978251,10308.4402575823,10586.6122415662,11364.3937206024,12505.0061436193,12500.5132445947,11956.7696436992,12371.5927353396,11857.7750145094,11672.974686735,11084.5472572835,9743.4600185453,9257.40909340823,10498.3811069439,9154.08376140432,6062.95975581467,7929.43952583975,7376.79954162134,7462.4313025648,7205.02302440026,7011.30008923181,7914.59545803906,8247.37771730758,7790.92899911478,7666.52624382609,6718.43405089303,7205.92060208273,6379.76463261294,6828.05817727432,7325.1233280809,7402.02466443027,7186.11637177963,7070.39584633457,7401.7735439309,7289.8354193689,6109.50067979304,6380.21537968514,6505.77208155805,6700.246902769,7070.73968480279,5836.17673079483,6535.91193273299,7009.56955540655,6802.63195485339,6927.13558272011,8347.68339001298,8141.73377372817,7942.49725390165,6939.56278215671,6778.31669761378,8603.56114090353,8175.130538508,8549.30033362598,8111.1273690931,4189.04516579744,4917.43325892045,3388.36676960265,3595.4576590319,3456.71569689048,2887.68459604552,2078.35410173403,1196.2446981978,36.5263592658734,199.760354364215,35.6902987403384,0,0,,2900.19828671686,5742.38477903381,5985.20296576893,4402.18653367916,5728.11756599521,5333.30004741729,9612.11551177811,11017.7467741037,11941.4131820137,11413.2764356053,6197.43986893447,6172.8792237041,8104.42608533764,8207.98155765458,8268.95201222611,10099.2438844073,7712.34473599646,8274.00601442942,10645.5304197292
"MUS","Mauritius",13808.9896414007,12608.3588428106,14353.7758413342,15157.0902524812,16290.780642624,16353.1334549901,15803.8552046224,16235.9870668599,15724.9733803938,15537.4701106722,14951.9771324646,13607.3460295783,13117.8228775954,14341.8537586424,12851.9466011683,9929.58240731604,11668.3614258972,11040.3206809365,10090.3992678813,9986.48753871073,10541.5725960373,9594.27258890323,10097.2410265169,9318.0744128158,9237.644189466,8425.83179378158,8753.15742027196,8624.75815049496,9292.14139519015,8698.62358209459,8380.79569992723,8486.2417829085,8205.90172087842,8589.81648108603,8356.22419544543,7696.74158530882,7659.32418318282,7667.15957447617,7988.1835962321,8418.26571188842,6933.09139793153,7506.9745193243,7828.41333494282,7654.26646953725,6852.51027509799,9040.91732705145,8862.38413945602,8761.26230984093,7518.85917109177,6859.79428309223,9321.37063401775,9279.54943908553,9701.13634197767,9235.68076913446,7074.90054996724,8347.42426680868,6665.07368494737,6086.10338959104,6803.44444816531,5830.18110077065,2599.74398321028,2115.46138015882,3568.77994201955,1852.13567582537,2655.52082733727,2584.68738408827,3378.67436523779,2900.19828671686,,8507.75129255618,6458.90975056301,5162.71177777517,6327.72301308189,5992.03739965304,7970.87712204394,8278.59468484578,9360.69498165375,8669.97820729592,3785.15194915715,4965.01628693527,5751.60237399067,5406.33378370031,5390.55891355744,7184.26098128155,4859.23250846528,5670.67835624248,9478.74592549454
"MAR","Morocco",5087.77699563478,3996.20856142445,5360.90088729932,6190.30997148906,7164.3850802807,7482.56530725328,6986.05327690089,7494.25793175239,6986.05327690089,7104.85686335848,6595.28696880818,5663.19995345712,4792.54459061084,6736.81829241967,6337.39496925502,3504.59179091172,6092.63235809312,6343.59640514455,7115.44077649869,6496.0682158933,7032.31029708774,1559.71323455211,1759.32687502448,1834.06557410373,1710.27780162202,843.809143596078,1409.1690493584,22.0480871837099,204.59468373083,1608.54578924319,2225.73473178696,1655.58880339108,2011.92090236014,2003.51813612508,2149.48027228262,1018.71048469444,1956.73862833531,2077.85517108251,1737.67632054102,1764.94092937675,1973.70221854705,2254.98814175426,2783.17840274892,2244.30746257002,2743.51756538204,3110.17982496219,2926.14928548176,2873.99188213634,2487.3182851343,3697.24841171193,3189.95639361776,2534.64399547024,2616.27757519431,2344.06303074698,237.565294690593,477.448552648812,1875.19815810645,1514.45892877893,1576.68521049602,1927.47519156603,4793.08792651691,4959.50432366202,3988.06756903075,6157.26144730567,5389.00848710053,6225.84157903956,5051.48932657075,5742.38477903381,8507.75129255618,,2493.4512982295,2444.36443510877,3366.17181619871,3319.33927291493,7156.5659703933,11063.6824146428,10353.8681611984,10377.4220842179,6723.32976108756,5820.84930478642,8391.97750864814,9631.17478227118,10628.7778527792,11534.0244291175,10267.0380616597,13576.9354671484,16433.3503672407
